unidade;ano;mes;media_permanencia
MOV;2024;11;5,532945736434108
MOV;2024;12;5,43992606284658
MOV;2025;1;5,3844856661045535
MOV;2025;2;5,1582608695652175
MOV;2025;3;4,828282828282828
MOV;2025;4;5,057324840764331
MOV;2025;5;4,929323308270677
MOV;2025;6;5,534338358458961
MOV;2025;7;5,342198581560283
MOV;2025;8;6,115671641791045
MOV;2025;9;4,8116666666666665
MOV;2025;10;5,013536379018612
MOV;2025;11;5,343416370106762
MOV;2025;12;5,596050269299821
